Accession_number	Start	End	Prediction_method
NZ_CP014029	450760	493263	Dimob
NZ_CP014029	554483	571993	Dimob
NZ_CP014029	909379	940432	Dimob
NZ_CP014029	970450	1043177	Dimob
NZ_CP014029	1515160	1551742	Dimob
NZ_CP014029	1601893	1618728	Dimob
NZ_CP014029	1638752	1677218	Dimob
NZ_CP014029	1977006	1997021	Dimob
NZ_CP014029	2254636	2258149	Dimob
NZ_CP014029	3425393	3482096	Dimob
NZ_CP014029	4685187	4710930	Dimob
NZ_CP014029	5016210	5028645	Dimob
NZ_CP011539	238013	276568	Dimob
NZ_CP011539	468046	514218	Dimob
NZ_CP011539	530088	602151	Dimob
NZ_CP011539	630673	661347	Dimob
NZ_CP011539	794030	840978	Dimob
NZ_CP011539	1078446	1109661	Dimob
NZ_CP011539	1159462	1200685	Dimob
NZ_CP011539	1924951	1934567	Dimob
NZ_CP011539	2262105	2266876	Dimob
NZ_CP011539	2275597	2292550	Dimob
NZ_CP011539	3495231	3548583	Dimob
NZ_CP011539	4979970	4996314	Dimob
NZ_CP011539	5300339	5335182	Dimob
NZ_CP014748	137759	168813	Dimob
NZ_CP014748	198708	271428	Dimob
NZ_CP014748	794446	871670	Dimob
NZ_CP014748	1435333	1438846	Dimob
NZ_CP014748	1588080	1606926	Dimob
NZ_CP014748	4137760	4150194	Dimob
NZ_CP014748	4962326	5018381	Dimob
NZ_CP011308	331926	339936	Dimob
NZ_CP011308	2161845	2168369	Dimob
NZ_CP011309	407926	436824	Dimob
NZ_CP011309	838920	905018	Dimob
NZ_CP011309	1008700	1018089	Dimob
NZ_CP011309	2552199	2564935	Dimob
NZ_CP011309	3139287	3209409	Dimob
NZ_CP004046	416341	483459	Dimob
NZ_CP004046	748719	758152	Dimob
NZ_CP004046	870021	896897	Dimob
NZ_CP004046	1070215	1086953	Dimob
NZ_CP004046	1207795	1220154	Dimob
NZ_CP004046	1489760	1535378	Dimob
NZ_CP004046	1567168	1578113	Dimob
NZ_CP004046	2622190	2652004	Dimob
NZ_CP004046	3166426	3212398	Dimob
NZ_CP009743	88327	107137	Dimob
NZ_CP009743	1901874	1912837	Dimob
NZ_CP009743	2091857	2107032	Dimob
NZ_CP009743	2447426	2472973	Dimob
NZ_CP009743	2573709	2626929	Dimob
NZ_CP009743	3013463	3017396	Dimob
NZ_CP009743	3432469	3462277	Dimob
NZ_CP009744	328279	342001	Dimob
NZ_CP009744	1761223	1789406	Dimob
NZ_CP009744	3147735	3170475	Dimob
NZ_CP009744	3182221	3209112	Dimob
NZ_CP009745	1300398	1312900	Dimob
NZ_CP009745	1410123	1449004	Dimob
NZ_CP009745	1458063	1468653	Dimob
NZ_CP010975	309318	317642	Dimob
NZ_CP010803	367344	384201	Dimob
NZ_CP010803	1388823	1407722	Dimob
NZ_CP010803	1636247	1645434	Dimob
NZ_CP010803	2042982	2091899	Dimob
NZ_CP010803	2627194	2637816	Dimob
NZ_CP010803	2653057	2688184	Dimob
NZ_CP010803	2994134	3032590	Dimob
NZ_CP010803	3651334	3693277	Dimob
NZ_CP010803	3792333	3807992	Dimob
NZ_CP010803	4552207	4562367	Dimob
NZ_CP010429	381591	458100	Dimob
NZ_CP010429	2238606	2286786	Dimob
NZ_CP010429	5079573	5155302	Dimob
NZ_CP013106	3385666	3411713	Dimob
NZ_CP009922	3215	68319	Dimob
NZ_CP009922	1188587	1199940	Dimob
NZ_CP009922	2299513	2313628	Dimob
NZ_CP009922	4380523	4401935	Dimob
NC_014148	1292861	1362855	Dimob
NC_014148	3962248	3995990	Dimob
NC_015732	1758472	1767812	Dimob
NC_015732	1929460	1985279	Dimob
NC_015732	2123468	2145270	Dimob
NC_015732	2224423	2245883	Dimob
NC_015732	2455737	2479214	Dimob
NZ_CP011366	1860	15608	Dimob
NZ_CP011366	1593267	1625164	Dimob
NZ_CP011366	1826882	1836523	Dimob
NZ_CP011366	2749541	2771409	Dimob
NC_016941	51431	86623	Dimob
NC_016941	826724	846649	Dimob
NC_016941	1287799	1295723	Dimob
NC_016941	1405052	1411427	Dimob
NC_016941	1967840	2011929	Dimob
NZ_CP018199	518486	554819	Dimob
NZ_CP018199	892345	900557	Dimob
NZ_CP018199	1955053	2036501	Dimob
NZ_CP011389	316808	329087	Dimob
NZ_CP011389	339726	360643	Dimob
NZ_CP011389	1597116	1642945	Dimob
NZ_CP011389	1966620	2001416	Dimob
NZ_CP011451	152582	166147	Dimob
NZ_CP011451	250418	286458	Dimob
NZ_CP011451	335903	354785	Dimob
NZ_CP011451	493258	522686	Dimob
NZ_CP011451	1132235	1140820	Dimob
NZ_CP011451	1421300	1442760	Dimob
NZ_CP011451	1454517	1484320	Dimob
NZ_CP011451	1535910	1561739	Dimob
NZ_CP011451	1724220	1730479	Dimob
NZ_CP011451	1834691	1850314	Dimob
NZ_CP011451	1938461	1950848	Dimob
NZ_CP011451	2341107	2364881	Dimob
NZ_CP011451	2453187	2462094	Dimob
NZ_CP011451	2572421	2585472	Dimob
NZ_CP011451	2606977	2614188	Dimob
NZ_CP011451	2726396	2733313	Dimob
NZ_CP011451	2753756	2778531	Dimob
NZ_CP011451	3067480	3096614	Dimob
NZ_CP011451	3290986	3299140	Dimob
NZ_CP011451	3679775	3694028	Dimob
NZ_CP011451	3794076	3800780	Dimob
NZ_CP011451	3808475	3817796	Dimob
NZ_CP011451	3943031	3948097	Dimob
NZ_CP011454	3031035	3045042	Dimob
NZ_CP011454	3676198	3686048	Dimob
NZ_CP012269	57433	79167	Dimob
NZ_CP012269	176931	183788	Dimob
NZ_CP012269	204186	221702	Dimob
NZ_CP012269	348817	356596	Dimob
NZ_CP012269	386023	402229	Dimob
NZ_CP012269	708610	749366	Dimob
NZ_CP012269	924672	935869	Dimob
NZ_CP012269	947803	958581	Dimob
NZ_CP012269	1256036	1266453	Dimob
NZ_CP012269	1370167	1391790	Dimob
NZ_CP012269	1885628	1893148	Dimob
NZ_CP012269	1929497	1942364	Dimob
NZ_CP012275	103352	129436	Dimob
NZ_CP012275	366661	380908	Dimob
NZ_CP012275	447389	470200	Dimob
NZ_CP012275	508869	522794	Dimob
NZ_CP012275	796642	801934	Dimob
NZ_CP012275	1328674	1341278	Dimob
NZ_CP012275	1414236	1434725	Dimob
NZ_CP012275	1870120	1877752	Dimob
NZ_CP012275	2118077	2144824	Dimob
NZ_CP012283	57435	79169	Dimob
NZ_CP012283	202338	217008	Dimob
NZ_CP012283	375594	396112	Dimob
NZ_CP012283	708699	749455	Dimob
NZ_CP012283	901126	910541	Dimob
NZ_CP012283	1015189	1024732	Dimob
NZ_CP012283	1307775	1337764	Dimob
NZ_CP012283	1358123	1368540	Dimob
NZ_CP012283	1472255	1492643	Dimob
NZ_CP012283	1982276	1989796	Dimob
NZ_CP012283	2026144	2039011	Dimob
NZ_CP012288	63783	82756	Dimob
NZ_CP012288	115812	139160	Dimob
NZ_CP012288	248403	279654	Dimob
NZ_CP012288	427632	439773	Dimob
NZ_CP012288	520597	528073	Dimob
NZ_CP012288	1023672	1037252	Dimob
NZ_CP012288	1601759	1611806	Dimob
NZ_CP012288	1662374	1679971	Dimob
NZ_CP012288	1959775	1975093	Dimob
NZ_CP012288	2111627	2117420	Dimob
NZ_CP012294	108541	130951	Dimob
NZ_CP012294	868984	884240	Dimob
NZ_CP012294	1396651	1419865	Dimob
NZ_CP012294	1988579	1998705	Dimob
NZ_CP011452	7599	18441	Dimob
NZ_CP011452	276714	317457	Dimob
NZ_CP011452	588770	609162	Dimob
NZ_CP011452	804607	815005	Dimob
NZ_CP011452	823776	837510	Dimob
NZ_CP011452	880556	893607	Dimob
NZ_CP011452	1234252	1243049	Dimob
NZ_CP011452	1725221	1772277	Dimob
NZ_CP011452	2031815	2087464	Dimob
NZ_CP011452	2562381	2669465	Dimob
NZ_CP011452	2673502	2696731	Dimob
NZ_CP011452	2777493	2845181	Dimob
NZ_CP011452	3128489	3147021	Dimob
NC_002940	72533	109334	Dimob
NC_002940	214484	223835	Dimob
NC_002940	717778	765877	Dimob
NC_002940	1262548	1273525	Dimob
NC_002940	1634859	1652300	Dimob
NZ_CP015424	916289	964527	Dimob
NZ_CP015424	1423857	1460617	Dimob
NZ_CP015425	413272	457642	Dimob
NZ_CP015425	1000484	1012772	Dimob
NZ_CP015425	1021734	1032448	Dimob
NZ_CP015426	260970	297730	Dimob
NZ_CP015426	1420498	1468736	Dimob
NZ_CP015427	20648	32961	Dimob
NZ_CP015427	423313	473059	Dimob
NZ_CP015427	1601780	1638540	Dimob
NZ_CP015428	897762	934522	Dimob
NZ_CP015428	989679	1001992	Dimob
NZ_CP015428	1392345	1442091	Dimob
NZ_CP015429	330	8685	Dimob
NZ_CP015429	1352988	1389217	Dimob
NZ_CP015429	1599345	1609777	Dimob
NZ_CP015430	727418	737664	Dimob
NZ_CP015430	747045	758914	Dimob
NZ_CP015430	969966	1006777	Dimob
NZ_CP015430	1346158	1356503	Dimob
NZ_CP015431	31869	67171	Dimob
NZ_CP015431	1257576	1277040	Dimob
NZ_CP015431	1294826	1375698	Dimob
NZ_CP015432	28305	64664	Dimob
NZ_CP015432	459382	536989	Dimob
NZ_CP015432	556957	578342	Dimob
NZ_CP015433	211008	247737	Dimob
NZ_CP015433	963357	1004250	Dimob
NZ_CP015433	1476017	1497438	Dimob
NZ_CP015433	1514141	1586853	Dimob
NZ_CP015434	100414	121835	Dimob
NZ_CP015434	138538	211250	Dimob
NZ_CP015434	605334	642063	Dimob
NZ_CP015434	1357680	1366679	Dimob
NC_011852	269961	276578	Dimob
NC_011852	330928	337863	Dimob
NC_011852	451896	458830	Dimob
NC_011852	570898	580428	Dimob
NC_011852	593382	609187	Dimob
NC_011852	1015553	1024784	Dimob
NC_011852	1406261	1425579	Dimob
NC_011852	1563990	1606197	Dimob
NC_011852	1615020	1619593	Dimob
NC_011852	1649057	1662126	Dimob
NC_011852	1824766	1838447	Dimob
NC_011852	1879146	1888369	Dimob
NC_011852	2066507	2083299	Dimob
NZ_CP009158	130784	136725	Dimob
NZ_CP009158	162480	169101	Dimob
NZ_CP009158	211199	217811	Dimob
NZ_CP009158	341358	349839	Dimob
NZ_CP009158	398881	406789	Dimob
NZ_CP009158	539016	544567	Dimob
NZ_CP009158	562782	567701	Dimob
NZ_CP009158	729373	737441	Dimob
NZ_CP009158	834804	842658	Dimob
NZ_CP009158	1583324	1601406	Dimob
NZ_CP009158	1671103	1702092	Dimob
NZ_CP009158	1863299	1885288	Dimob
NZ_CP009158	1965556	1978932	Dimob
NZ_CP009237	83607	96019	Dimob
NZ_CP009237	127686	149751	Dimob
NZ_CP009237	382971	390805	Dimob
NZ_CP009237	1149712	1158772	Dimob
NZ_CP009237	1255627	1270839	Dimob
NZ_CP009237	1338037	1360580	Dimob
NZ_CP009237	1488793	1533561	Dimob
NZ_CP009237	1861208	1864647	Dimob
NZ_CP015099	82019	94471	Dimob
NZ_CP015099	196821	212145	Dimob
NZ_CP015099	702239	712359	Dimob
NZ_CP015099	932878	965839	Dimob
NZ_CP015099	1278956	1316513	Dimob
NZ_CP015099	1625255	1631155	Dimob
NZ_CP015099	1651292	1666630	Dimob
NZ_CP015099	1682897	1686585	Dimob
NZ_CP015099	2146320	2162905	Dimob
NZ_AP014722	137731	189463	Dimob
NZ_AP014722	1208245	1288269	Dimob
NZ_AP014613	851531	876234	Dimob
NZ_AP014613	2022396	2032689	Dimob
NZ_AP014613	2047996	2064429	Dimob
NZ_AP014613	2147832	2152594	Dimob
NZ_AP014613	2334331	2356336	Dimob
NZ_AP014613	2893408	2906088	Dimob
NZ_CP017480	1307004	1334683	Dimob
NZ_CP017480	2161580	2173833	Dimob
NZ_CP017480	2996219	3048331	Dimob
NZ_CP017480	3129584	3147333	Dimob
NZ_CP017480	3155957	3168420	Dimob
NZ_CP017480	3957398	3993314	Dimob
NZ_CP018097	108264	122067	Dimob
NZ_CP018097	1230661	1288268	Dimob
NZ_CP018098	165383	191524	Dimob
NZ_CP011477	847262	866174	Dimob
NZ_CP011477	1192646	1237092	Dimob
NZ_CP011477	1443438	1452337	Dimob
NZ_CP011477	2160771	2177763	Dimob
NZ_CP011477	2242447	2250258	Dimob
NZ_CP011477	2750002	2759811	Dimob
NZ_CP011477	3082496	3229093	Dimob
NZ_CP011492	3738	14350	Dimob
NZ_CP011492	40359	61957	Dimob
NZ_CP011492	995485	1004323	Dimob
NZ_CP011492	1900649	1906964	Dimob
NZ_CP011492	2862103	2873078	Dimob
NZ_CP011492	3009495	3033542	Dimob
NZ_CP011492	4423343	4515856	Dimob
NZ_CP011492	4527557	4557411	Dimob
NZ_CP011492	5239950	5251608	Dimob
NZ_CP011492	5757303	5775970	Dimob
NZ_CP011492	7743246	7783961	Dimob
NZ_CP011492	7995071	8033632	Dimob
NZ_CP017781	98043	121248	Dimob
NZ_CP017781	667289	674380	Dimob
NZ_CP017781	975641	986576	Dimob
NZ_CP017781	1085891	1113425	Dimob
NZ_CP017781	1391852	1454383	Dimob
NZ_CP017781	1715430	1742033	Dimob
NZ_CP017781	2446865	2470414	Dimob
NZ_CP017781	2587916	2612969	Dimob
NZ_CP017781	3169994	3429771	Dimob
NZ_CP011479	502872	525654	Dimob
NZ_CP011479	679560	689043	Dimob
NZ_CP011479	789257	841153	Dimob
NZ_CP011479	995557	1010955	Dimob
NZ_CP011479	1203256	1219223	Dimob
NZ_CP011479	1712552	1726593	Dimob
NZ_CP011479	1770513	1777770	Dimob
NZ_CP011479	1870266	1882123	Dimob
NZ_CP011479	1911521	1918438	Dimob
NZ_CP011479	1923366	1929477	Dimob
NZ_CP011479	1999080	2006605	Dimob
NZ_CP011479	2076228	2094243	Dimob
NZ_CP011479	2620735	2639881	Dimob
NZ_CP011479	2839866	2876676	Dimob
NZ_CP011479	3200511	3245769	Dimob
NZ_CP011479	3254154	3265226	Dimob
NZ_CP011479	3718670	3724628	Dimob
NZ_CP011479	3732256	3772355	Dimob
NZ_CP011479	4037127	4061217	Dimob
NZ_CP011479	4159676	4189645	Dimob
NZ_CP011479	4747688	4764554	Dimob
NZ_CP016210	3624919	3633896	Dimob
NC_013456	216801	236658	Dimob
NC_013456	1743647	1770861	Dimob
NC_013456	1823405	1866180	Dimob
NC_013456	2532043	2542336	Dimob
NC_013456	2983586	2997558	Dimob
NC_013457	145000	161799	Dimob
NC_013457	833686	839061	Dimob
NC_013457	1673407	1688826	Dimob
NC_013457	1706590	1722075	Dimob
NZ_CP013297	2285597	2357345	Dimob
NZ_CP013297	3200319	3210620	Dimob
NZ_CP015114	707888	747367	Dimob
NZ_CP015114	863589	894878	Dimob
NZ_CP015114	1860791	1936174	Dimob
NZ_CP018776	15451	52992	Dimob
NZ_CP018776	345941	423434	Dimob
NZ_CP018776	1409947	1414983	Dimob
NZ_CP018776	1972956	2032076	Dimob
NZ_CP018776	2427807	2447759	Dimob
NZ_CP011371	110113	119344	Dimob
NZ_CP011371	388562	402729	Dimob
NZ_CP011371	432701	444759	Dimob
NZ_CP011371	1852811	1871817	Dimob
NZ_CP011371	2354480	2382752	Dimob
NZ_CP011371	2401611	2422674	Dimob
NZ_CP011371	2975754	2991274	Dimob
NZ_CP011371	4712233	4728255	Dimob
NZ_CP011371	4798570	4826864	Dimob
NZ_CP011371	5115414	5138732	Dimob
NZ_CP011371	5852783	5862836	Dimob
NZ_CP011371	6166418	6197958	Dimob
NZ_CP011371	6340007	6350049	Dimob
NZ_CP011546	398978	418328	Dimob
NZ_CP011546	604345	621035	Dimob
NZ_CP011546	1025995	1039934	Dimob
NZ_CP011546	1837257	1855509	Dimob
NZ_CP011546	1868670	1881963	Dimob
NZ_CP011546	1901151	1909157	Dimob
NZ_CP011546	2102632	2114271	Dimob
NZ_CP004021	448750	486679	Dimob
NZ_CP011541	45586	72103	Dimob
NZ_CP011541	369629	400198	Dimob
NZ_CP011541	504512	511091	Dimob
NZ_CP011541	598654	621387	Dimob
NZ_CP011541	1156742	1184997	Dimob
NZ_CP011541	1617464	1623579	Dimob
NZ_CP011541	1799726	1812062	Dimob
NZ_CP011545	382201	415375	Dimob
NZ_CP011545	1394169	1407913	Dimob
NZ_CP011545	2083436	2123612	Dimob
NZ_CP011542	902470	945745	Dimob
NZ_CP011542	3190823	3209497	Dimob
NZ_CP011542	3246302	3255506	Dimob
NZ_CP011367	1081604	1128679	Dimob
NZ_CP011367	1257232	1281401	Dimob
NZ_CP011367	1291117	1337246	Dimob
NZ_CP011367	1421659	1428899	Dimob
NZ_CP011367	1952187	1969736	Dimob
NC_018018	84068	104209	Dimob
NC_018018	159308	227074	Dimob
NC_018018	378482	387866	Dimob
NC_018018	393937	401489	Dimob
NC_018018	441451	450740	Dimob
NC_018018	541991	560019	Dimob
NC_018018	1686779	1714893	Dimob
NC_018018	2231782	2242548	Dimob
NC_018018	2671333	2678081	Dimob
NC_018018	2803259	2851265	Dimob
NC_018018	3607232	3639490	Dimob
NC_018018	4049687	4058637	Dimob
NZ_CP018201	2380708	2437613	Dimob
NZ_CP018201	2603248	2609530	Dimob
NZ_CP018201	3196120	3250303	Dimob
NZ_CP018201	3870714	3877364	Dimob
NZ_CP018201	3953347	3967454	Dimob
NZ_CP018201	4200725	4212843	Dimob
NZ_CP009122	173693	230603	Dimob
NZ_CP009122	242601	337185	Dimob
NZ_CP009122	356033	398576	Dimob
NZ_CP009122	601304	610752	Dimob
NZ_CP009122	1622550	1633912	Dimob
NZ_CP009122	2053605	2070775	Dimob
NZ_CP009122	2082397	2090964	Dimob
NZ_CP009122	2134093	2145469	Dimob
NZ_CP009122	2513341	2528128	Dimob
NZ_CP009122	2842121	2864600	Dimob
NZ_CP009122	2883035	2940373	Dimob
NZ_CP009122	3196364	3219804	Dimob
NZ_CP009122	3592765	3613011	Dimob
NZ_CP009122	3882353	3889471	Dimob
NZ_CP009122	4191792	4247148	Dimob
NZ_CP009122	4308626	4338510	Dimob
NZ_CP009122	4505941	4566672	Dimob
NZ_CP009122	4699684	4717912	Dimob
NZ_CP009122	4728501	4775363	Dimob
NZ_CP014696	272850	284662	Dimob
NZ_CP014696	475111	497203	Dimob
NZ_CP014696	620555	654360	Dimob
NZ_CP014696	822893	836811	Dimob
NZ_CP014696	2292264	2336583	Dimob
NZ_CP014696	2569788	2592170	Dimob
NZ_CP014696	2976100	2981063	Dimob
NZ_CP014696	3466867	3493338	Dimob
NZ_CP014696	3692310	3699154	Dimob
NZ_CP014696	4073172	4091926	Dimob
NZ_CP014696	4360960	4389379	Dimob
NZ_CP014696	5044947	5054340	Dimob
NZ_CP014696	5082828	5104724	Dimob
NZ_CP011883	534533	546850	Dimob
NZ_CP011883	934716	955855	Dimob
NZ_CP011883	1055270	1066029	Dimob
NZ_CP011773	702846	716466	Dimob
NZ_CP011773	988983	1037620	Dimob
NZ_CP011773	3296608	3313982	Dimob
NZ_CP011773	3668993	3675037	Dimob
NZ_CP011773	4340680	4373968	Dimob
NZ_LT222319	12120	21432	Dimob
NZ_LT222319	120407	144608	Dimob
NZ_LT222319	546003	558690	Dimob
NZ_LT222319	615374	621505	Dimob
NZ_LT222319	700237	713247	Dimob
NZ_LT222319	947315	1013097	Dimob
NZ_LT222319	1515397	1535150	Dimob
NZ_LT222319	1677187	1706963	Dimob
NZ_LT222319	2455230	2472366	Dimob
NZ_LT222319	2822530	2845376	Dimob
NZ_LT222319	3772098	3793815	Dimob
NZ_LT222319	4089848	4148047	Dimob
NZ_LT222319	4444162	4451750	Dimob
NZ_LT222319	4810742	4828125	Dimob
NZ_LT222319	5009448	5069676	Dimob
NZ_LT222319	5821123	5870381	Dimob
NZ_CP012749	4403	16156	Dimob
NZ_CP012749	2245221	2295197	Dimob
NZ_CP012749	2815818	2826446	Dimob
NZ_CP012749	3617321	3628457	Dimob
NZ_CP012749	4679810	4744066	Dimob
NZ_CP012749	4947999	4963538	Dimob
NZ_CP012749	5615833	5646364	Dimob
NZ_CP012749	5895748	5916524	Dimob
NZ_CP012749	6093620	6113778	Dimob
NZ_CP012749	6184827	6197367	Dimob
NZ_CP012749	6265984	6328964	Dimob
NZ_CP011602	96723	116649	Dimob
NZ_CP011602	356386	361940	Dimob
NZ_CP011602	381324	389211	Dimob
NZ_CP011602	657730	681005	Dimob
NZ_CP011602	837063	853035	Dimob
NZ_CP011602	1081858	1125352	Dimob
NZ_CP011602	1133664	1146556	Dimob
NZ_CP011602	1182379	1191629	Dimob
NZ_CP011602	1209642	1229456	Dimob
NZ_CP011602	2142493	2156830	Dimob
NZ_CP011602	2170527	2182636	Dimob
NZ_CP011602	2666592	2673865	Dimob
NZ_CP011602	2708722	2721602	Dimob
NZ_CP011602	3133440	3141644	Dimob
NZ_CP011602	3264528	3315109	Dimob
NZ_CP011602	3601298	3615815	Dimob
NZ_CP011602	4700714	4709620	Dimob
NZ_CP011602	4735287	4762930	Dimob
NZ_CP011602	5510903	5523120	Dimob
NZ_CP018057	1419072	1480700	Dimob
NZ_CP018057	2799252	2862314	Dimob
NZ_CP011232	365395	375056	Dimob
NZ_CP011232	1975969	2000010	Dimob
NZ_CP011855	574810	595944	Dimob
NZ_CP011805	1635497	1649598	Dimob
NZ_CP011805	2180802	2189662	Dimob
NZ_CP010423	1153145	1165895	Dimob
NZ_CP010423	1197241	1211849	Dimob
NZ_CP010423	1481520	1518797	Dimob
NZ_CP010423	1525776	1537287	Dimob
NZ_CP011770	81027	100708	Dimob
NZ_CP011770	131721	165063	Dimob
NZ_CP011770	196458	204316	Dimob
NZ_CP011770	398198	402057	Dimob
NZ_CP011770	449132	467420	Dimob
NZ_CP011770	823481	843359	Dimob
NZ_CP011770	868904	885466	Dimob
NZ_CP011770	988264	1004720	Dimob
NZ_CP011770	1705950	1718366	Dimob
NZ_CP011770	1864559	1879145	Dimob
NZ_CP011770	2046038	2061836	Dimob
NZ_CP011770	2079481	2102897	Dimob
NZ_CP011770	2483688	2512261	Dimob
NZ_CP011770	2916057	2943563	Dimob
NZ_CP011770	3011743	3074525	Dimob
NZ_CP011770	3151229	3215369	Dimob
NZ_CP011770	3494346	3520026	Dimob
NZ_CP011807	973297	1027775	Dimob
NZ_CP011807	1236678	1251881	Dimob
NZ_CP011807	1385753	1406967	Dimob
NZ_CP011807	1557438	1564440	Dimob
NZ_CP011807	2332523	2347198	Dimob
NZ_CP011807	2830593	2846242	Dimob
NZ_CP011807	2882703	2911352	Dimob
NZ_CP011807	3249972	3304010	Dimob
NZ_CP011807	3345582	3353676	Dimob
NZ_CP011807	3432293	3478147	Dimob
NZ_CP011807	4438214	4448007	Dimob
NZ_CP011807	4750682	4771980	Dimob
NZ_CP011807	4960572	4997150	Dimob
NZ_CP011509	3226851	3249033	Dimob
NZ_CP011509	3525819	3533812	Dimob
NZ_CP011509	5635655	5671280	Dimob
NZ_CP011568	852574	961132	Dimob
NZ_CP011568	1334668	1344044	Dimob
NZ_CP011568	2303007	2310816	Dimob
NZ_CP011568	4403146	4458096	Dimob
NZ_LN774769	635023	646947	Dimob
NZ_LN774769	756168	776514	Dimob
NZ_LN774769	791426	810072	Dimob
NZ_LN774769	1577732	1588476	Dimob
NZ_LN774769	1881475	1893037	Dimob
NZ_LN774769	2025145	2072204	Dimob
NZ_LN774769	2243499	2250166	Dimob
NZ_LN774769	2258500	2264506	Dimob
NC_015576	613595	653543	Dimob
NC_015576	793343	843163	Dimob
NC_015576	1447252	1474111	Dimob
NZ_LN829119	781746	787069	Dimob
NZ_LN829119	966809	973229	Dimob
NZ_LN829119	1552438	1610940	Dimob
NZ_LN829119	1947781	1991806	Dimob
NZ_LN829119	3386822	3404863	Dimob
NZ_LN829118	782331	787074	Dimob
NZ_LN829118	966814	973234	Dimob
NZ_LN829118	1552443	1613445	Dimob
NZ_LN829118	1947786	1991811	Dimob
NZ_LN829118	2383365	2387498	Dimob
NZ_CP014264	77267	101523	Dimob
NZ_CP014264	1366510	1377854	Dimob
NZ_CP014264	1421408	1435588	Dimob
NZ_CP014264	2064530	2069872	Dimob
NZ_CP011494	415809	552410	Dimob
NZ_CP011494	1292878	1298922	Dimob
NZ_CP011494	1762090	1771503	Dimob
NZ_CP011494	1970984	2046457	Dimob
NZ_CP011494	2370998	2400921	Dimob
NZ_CP011494	2616316	2627896	Dimob
NZ_CP011494	3510546	3534118	Dimob
NZ_CP011494	3889344	3924337	Dimob
NZ_AP014704	1016965	1031794	Dimob
NZ_AP014704	1250944	1265440	Dimob
NZ_AP014704	1395842	1417481	Dimob
NZ_AP014704	2552366	2560960	Dimob
NZ_AP014704	2693589	2740439	Dimob
NZ_AP014704	3471449	3487609	Dimob
NZ_AP014704	4990538	5028001	Dimob
NZ_AP014704	5084211	5100773	Dimob
NZ_CP010855	18130	34033	Dimob
NZ_CP010855	1513563	1535967	Dimob
NZ_CP010855	1732125	1768043	Dimob
NZ_CP010855	1854512	1893430	Dimob
NZ_CP010855	2510918	2558881	Dimob
NZ_CP010855	2626606	2672419	Dimob
NZ_CP010855	2904233	2914205	Dimob
NZ_CP011975	2346	12447	Dimob
NZ_CP011975	104051	123333	Dimob
NZ_CP011975	864497	896637	Dimob
NZ_CP011975	1126484	1142501	Dimob
NZ_CP011975	2410713	2419691	Dimob
NZ_CP011975	2599904	2608758	Dimob
NZ_CP011975	3186598	3204272	Dimob
NZ_CP011975	3287182	3308179	Dimob
NZ_CP011975	3537524	3553648	Dimob
NZ_CP011975	3826549	3854718	Dimob
NZ_CP012040	482318	493550	Dimob
NZ_CP012040	1672657	1685063	Dimob
NZ_CP012040	1702662	1715699	Dimob
NZ_CP012040	1766871	1806970	Dimob
NZ_CP012040	2260490	2284381	Dimob
NZ_CP012040	3390650	3400119	Dimob
NZ_CP012040	4215728	4253625	Dimob
NZ_CP012040	4273574	4331138	Dimob
NZ_CP012034	6483	35258	Dimob
NZ_CP012034	257968	276907	Dimob
NZ_CP012034	832615	859368	Dimob
NZ_CP012034	1251189	1283574	Dimob
NZ_CP012034	2565881	2587641	Dimob
NZ_CP012033	222326	234352	Dimob
NZ_CP012033	241629	246690	Dimob
NZ_CP012033	696326	777883	Dimob
NZ_CP012033	805984	824502	Dimob
NZ_CP012033	935226	945860	Dimob
NZ_CP012033	1499026	1519220	Dimob
NZ_CP012033	2115140	2127354	Dimob
NZ_CP012033	2258796	2289883	Dimob
NZ_CP012033	2896220	2912344	Dimob
NZ_CP014646	753668	781052	Dimob
NZ_CP014646	926388	939533	Dimob
NZ_CP014646	1164077	1173481	Dimob
NZ_CP014646	1263817	1284638	Dimob
NZ_CP014646	1347142	1383647	Dimob
NZ_CP014646	1472463	1496560	Dimob
NZ_CP014646	1888597	1903709	Dimob
NZ_CP014646	1987584	1995341	Dimob
NZ_CP014646	2183938	2191648	Dimob
NZ_CP014646	2946561	2957657	Dimob
NZ_CP014646	3238534	3267942	Dimob
NZ_CP011126	492830	515982	Dimob
NZ_CP011126	640309	663461	Dimob
NZ_CP011126	910590	935500	Dimob
NZ_CP010777	168823	208121	Dimob
NZ_CP010777	1006163	1018676	Dimob
NZ_CP010777	3257676	3301103	Dimob
NZ_CP012020	267419	297930	Dimob
NZ_CP012020	1416711	1431388	Dimob
NZ_CP012020	2485668	2505760	Dimob
NZ_CP011364	558980	574214	Dimob
NZ_CP011364	1429363	1480182	Dimob
NZ_CP011364	1516709	1557449	Dimob
NZ_CP011364	2020721	2038679	Dimob
NZ_CP011364	2707379	2765287	Dimob
NZ_CP011364	2946300	2954734	Dimob
NZ_CP011364	3039636	3081950	Dimob
NZ_CP011364	3617763	3687851	Dimob
NZ_CP009170	423645	441093	Dimob
NZ_CP009170	737999	765166	Dimob
NZ_CP009170	1392237	1407819	Dimob
NZ_CP009170	2256010	2294543	Dimob
NZ_LN847356	422382	483858	Dimob
NZ_LN847356	1551485	1559731	Dimob
NZ_LN847356	2303216	2318583	Dimob
